apn,shape_area,category,year_built,class,county,unknown,place_name,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
"011327139",131700,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011327138",226700,Existing,2000,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011339502",275600,Existing,1990,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011334334",187100,Existing,2017,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011343108",335100,Existing,2002,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011334331",78100,Existing,2016,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011344111",334800,Existing,1997,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339423",304600,Existing,1989,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339425",215400,Existing,1989,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339529",54900,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011334339",137300,Existing,2005,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011343107",475000,Existing,2002,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011334329",64800,Existing,1988,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339604",221800,Existing,2016,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011336158",66500,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011341574",372300,Existing,2022,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011327110",465300,Existing,1989,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011342105",716600,Existing,1996,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011343109",1552200,Existing,2002,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335126",213600,Existing,2008,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011342106",407700,Existing,1996,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335124",66500,Existing,2008,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335122",75100,Existing,2008,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339551",108500,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339552",60300,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335125",74600,Existing,2008,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335123",62300,Existing,2008,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339424",194000,Existing,1991,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011336157",61200,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011336156",53800,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011336155",60500,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011012110",193100,Existing,1982,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011011114",70900,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011011113",75000,Existing,2021,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001600",1400000US06071001600,"06071001600","16",Census Tract 16,CA,San Bernardino County,California,CT,12421088,0
"011335127",65700,Existing,2008,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011342214",444900,Existing,2003,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011342107",353700,Existing,1996,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339553",73600,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335119",56700,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011335118",67200,Existing,2006,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339609",68200,Existing,1991,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011344216",711400,Existing,1999,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345129",358400,Existing,1988,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345136",243300,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345133",271700,Existing,1980,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364106",102100,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011349171",71800,Existing,1992,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364107",68100,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011358113",56600,Existing,1984,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011341441",59400,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011341440",57500,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339539",102000,Existing,2001,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345137",238700,Existing,1980,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339540",79900,Existing,2001,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011339509",72400,Existing,1987,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011338406",129600,Existing,1989,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011338405",175500,Existing,1990,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011338128",300400,Existing,2023,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364103",77000,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364101",67000,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011349118",777700,Existing,2012,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011346227",185600,Existing,2022,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011346224",55200,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011346221",176300,Existing,1988,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345134",107900,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011349139",217700,Existing,1987,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345132",330800,Existing,2017,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345119",151600,Existing,1999,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364109",61800,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364114",169500,Existing,2022,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364104",59700,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011345135",92300,Existing,2022,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011338210",186300,Existing,1989,flex,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011346226",78700,Existing,2002,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011349182",1280400,Existing,2005,light industrial,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011349130",342300,Existing,1988,distribution warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364105",67200,Existing,1999,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"011364108",98500,Existing,2000,storage warehouse,San Bernardino County,"0",Ontario,"06","071","001803",1400000US06071001803,"06071001803","18.03",Census Tract 18.03,CA,San Bernardino County,California,CT,9195675,0
"012813107",222100,Existing,1980,light industrial,San Bernardino County,"0",Rialto,"06","071","003510",1400000US06071003510,"06071003510","35.10",Census Tract 35.10,CA,San Bernardino County,California,CT,2587037,0
"012806148",750200,Existing,2006,distribution warehouse,San Bernardino County,"0",Rialto,"06","071","003510",1400000US06071003510,"06071003510","35.10",Census Tract 35.10,CA,San Bernardino County,California,CT,2587037,0
"012815111",225900,Existing,1980,light industrial,San Bernardino County,"0",Rialto,"06","071","003510",1400000US06071003510,"06071003510","35.10",Census Tract 35.10,CA,San Bernardino County,California,CT,2587037,0
"012815139",170800,Existing,1980,storage warehouse,San Bernardino County,"0",Rialto,"06","071","003510",1400000US06071003510,"06071003510","35.10",Census Tract 35.10,CA,San Bernardino County,California,CT,2587037,0
"012815149",142200,Existing,2008,distribution warehouse,San Bernardino County,"0",Rialto,"06","071","003510",1400000US06071003510,"06071003510","35.10",Census Tract 35.10,CA,San Bernardino County,California,CT,2587037,0
